category_code,normalized_name,logo_width,logo_height,country_code,city,investment_rounds,invested_companies,milestones,relationships,funding_total_usd,acquired_at,logo_ratio,name_length
biotech,bioxell,181,60,ITA,Segrate (MI),0,0,1,6,0,2009-11-18,3.0166666666666666,7
manufacturing,macdermid,281,42,USA,Denver,0,0,0,0,0,2013-10-10,6.690476190476191,9
biotech,quantalife,599,241,USA,Pleasanton,0,0,1,3,20757182,2011-10-05,2.4854771784232366,10
software,sterling commerce,185,159,USA,Dublin,0,0,1,9,0,2010-05-24,1.1635220125786163,17
web,bloglines,206,60,USA,Cary,0,0,2,3,0,2005-02-01,3.433333333333333,9
advertising,invite media,1993,593,USA,Philadelphia,0,0,4,17,5000000,2010-06-02,3.360876897133221,12
software,orsus solutions usa,222,57,USA,Irvine,0,0,1,1,3000000,2009-11-23,3.8947368421052633,19
network_hosting,moniker,181,69,USA,Pompano Beach,0,0,1,0,0,2012-02-08,2.6231884057971016,7
social,rockmelt,204,238,USA,Mountain View,0,0,3,6,39875000,2013-08-01,0.8571428571428571,8
web,about,182,54,USA,NA,0,0,2,45,0,2005-03-18,3.3703703703703702,5
other,travel channel,204,92,USA,Chevy Chase,1,1,0,4,0,2010-01-01,2.217391304347826,14
biotech,amnestix,247,72,USA,Burlingame,0,0,0,2,0,2008-06-08,3.4305555555555554,8
sports,ticket monster,1800,1674,USA,New York City,0,0,1,1,0,2013-11-07,1.075268817204301,14
NA,wingspeed,0,0,NA,NA,0,0,0,0,0,2009-10-27,NaN,9
NA,vacation rentals home and away rental,0,0,NA,NA,0,0,0,0,0,2004-01-09,NaN,37
semiconductor,sigma designs,209,111,NA,NA,0,0,1,7,0,2009-10-14,1.882882882882883,13
software,version3,520,150,USA,Columbia,0,0,0,1,0,2008-08-12,3.466666666666667,8
software,omek interactive,1800,730,ISR,Bet Shemesh,0,0,2,8,15800000,2013-07-16,2.4657534246575343,16
games_video,front line management,0,0,USA,Los Angeles,0,0,0,2,0,2008-10-23,NaN,21
games_video,revver,200,53,USA,Los Angeles,0,0,0,12,12700000,2008-02-14,3.7735849056603774,6
biotech,trius therapeutics,201,107,USA,San Diego,0,0,0,8,30162500,2013-07-30,1.8785046728971964,18
enterprise,mysql,200,104,USA,Cupertino,0,0,2,18,40800000,2008-01-01,1.9230769230769231,5
games_video,webshots,147,45,USA,Corte Madera,0,0,4,10,0,2012-10-02,3.2666666666666666,8
mobile,m dot,1000,600,USA,Scottsdale,0,0,3,5,700000,2013-02-11,1.6666666666666667,5
software,onemind connect,274,63,USA,Irvine,0,0,0,3,0,2010-06-15,4.349206349206349,15
web,jobpilot,199,73,USA,NA,0,0,0,0,0,2004-04-01,2.7260273972602738,8
mobile,jingle networks,230,38,USA,New York,0,0,5,12,88651133,2011-04-11,6.052631578947368,15
other,tct international,0,0,CHN,Beijing,0,0,0,0,0,2011-06-02,NaN,17
mobile,condaptive,800,224,USA,Arlington,0,0,2,8,0,2011-05-01,3.5714285714285716,10
biotech,power medical interventions,100,21,USA,Langhorne,0,0,0,0,0,2009-07-29,4.761904761904762,27
biotech,axsys,108,61,USA,Chadds Ford,0,0,0,3,0,2009-06-04,1.7704918032786885,5
advertising,slashdot media,310,65,USA,San Francisco,0,0,1,1,0,2012-09-01,4.769230769230769,14
NA,matrikon,142,67,CAN,Edmonton,0,0,0,0,0,2010-05-13,2.1194029850746268,8
other,quova,165,53,USA,Mountain View,0,0,1,10,0,2010-11-05,3.1132075471698113,5
NA,encompass,0,0,NA,NA,0,0,1,3,0,1999-06-01,NaN,9
web,pickle,125,41,USA,Arlington,0,0,4,3,0,2007-08-01,3.048780487804878,6
software,i2 technologies,227,71,USA,Dallas,0,0,0,36,0,2010-01-28,3.1971830985915495,15
network_hosting,cyrusone,102,70,USA,Houston,0,0,1,7,150000000,2007-07-11,1.457142857142857,8
web,zonein2,218,55,USA,Orange,0,0,0,2,0,2010-11-17,3.963636363636364,7
semiconductor,catalyst semiconductor,0,0,USA,Santa Clara,0,0,0,6,0,2008-07-16,NaN,22
web,traffix,195,48,USA,New York,0,0,0,1,0,2007-10-01,4.0625,7
public_relations,t mobile,143,30,USA,Bellevue,1,1,3,41,0,2011-03-20,4.766666666666667,8
NA,nunebu,0,0,NA,NA,0,0,0,0,0,2013-06-17,NaN,6
NA,pall,216,58,USA,Port Washington,0,0,0,1,0,2012-04-30,3.7241379310344827,4
NA,repairreputation,0,0,NA,NA,0,0,0,0,0,2012-02-11,NaN,16
